material,bandgap
Cd2SiO4,1.7277
Cd3SiO5,0.9679
Cs4Si3O8,3.6580000000000004
Cs6Si2O7,3.1656000000000004
Cs2Si2O5,4.2397
Cs2SiO3,3.4153
Cs10Si7O9,1.3593000000000002
Cs4SiO4,2.5639
Ba2Si3O8,4.5120000000000005
BaSi2O5,4.7566
Ba2SiO4,4.6289
Ba3SiO,0.42169999999999996
BaSiO3,4.542
La2SiO5,4.458
La2Si2O7,4.781899999999999
Ce2Si2O7,0.018600000000000172
Pr2Si2O7,5.1705
Nd2Si2O7,4.8256000000000006
Nd2SiO5,4.7758
Sm2Si2O7,5.105700000000001
Eu2SiO4,0.7010000000000005
Eu2SiO5,0.0
Eu2Si2O7,0.0
Gd2Si2O7,3.2104
Gd2SiO5,3.0252000000000003
Tb2Si2O7,4.6357
Dy2SiO5,4.5469
Ho2SiO5,4.7086
Ho2Si2O7,5.0286
Er2SiO5,4.754099999999999
Er2Si2O7,4.7942
Tm2SiO5,4.591100000000001
Tm2Si2O7,4.5925
Yb3SiO,0.0
Yb2Si2O7,0.0
Lu2SiO5,4.6922
Lu2Si2O7,4.8449
HfSiO4,5.311100000000001
Si2Hg6O7,1.4980000000000002
Tl6Si2O7,1.5876000000000001
Si2Pb3O7,2.6294
SiPbO3,3.2632000000000003
Si3(BiO3)4,3.8978999999999995
ThSiO4,4.890000000000001
P4(S2O)3,3.2175000000000002
P2S2O3,3.974
PCl3O,4.4528
K4P2O7,3.7409
K3PO4,4.0019
KPO3,5.0422
Ca4P2O9,4.4843
Ca2P2O7,5.5138
Ca3(PO4)2,4.9795
Ca4P6O19,5.361800000000001
CaP4O11,5.3424
Ca2P6O17,5.3661
Ca(PO3)2,5.7159
Ca4P2O,1.2714000000000003
ScPO4,4.5188999999999995
Sc(PO3)3,5.1542
Ti5(PO5)4,2.891
TiP2O7,2.5895
V2P5O16,0.2027000000000001
VPO4,1.7687
V2PO5,0.0
VPO5,1.8954
VP2O7,1.3194
V(PO3)3,2.2644
Cr3(PO4)2,2.3779
CrPO4,2.4649
Cr(PO3)3,3.3268
Cr2P2O7,2.6129000000000002
Mn2P2O7,3.2650000000000006
Mn(PO3)2,3.8754
Mn(PO3)3,1.1659
MnP4O11,4.507
Mn3(PO4)2,2.8392
Mn2PO5,0.3862000000000001
MnP2O7,0.8066
MnPO4,0.6794000000000002
Mn7(P2O7)4,0
FeP4O11,3.63
Fe(PO3)3,2.7830999999999997
Fe3(PO4)2,3.4932
Fe2P2O7,3.6939
FePO4,2.7434000000000003
Fe7(PO4)6,1.4674000000000005
Fe3(P2O7)2,1.8972000000000002
Fe(PO3)2,3.9803
Co(PO3)2,2.9753000000000007
CoPO4,1.1587
Co3(PO4)2,2.713
Co(PO3)3,1.5263
CoP4O11,3.1738
Ni(PO3)2,4.4417
Ni3(PO4)2,3.7408
NiP4O11,4.9511
Ni2P2O7,3.6029999999999998
Cu2P2O7,0.0
CuP4O11,0.5740000000000001
Cu2PO4,0.0
Cu(PO3)2,0.0
CuPO4,0.0
Cu3(PO4)2,0.0
ZnP4O11,4.755800000000001
Zn3(PO4)2,3.4139
Zn(PO3)2,4.7071
Zn2P2O7,3.6862
Ga(PO3)3,4.8881000000000006
GaPO4,4.6909
Ge5P6O25,3.5718
GeP2O7,3.8284
AsPO5,2.0017
AsPO4,4.567900000000001
PBr3O,3.0735
Rb3PO4,3.6647999999999996
RbPO3,4.8466000000000005
Sr4P2O,1.2134
Sr2P6O17,5.326
Sr2P2O7,5.1125
Sr(PO3)2,5.6893
Sr3(PO4)2,5.4064000000000005
Y(PO3)3,5.688899999999999
YP5O14,5.2522
YPO4,5.8009
Zr(PO3)4,4.1549
Zr2P2O9,4.1039
ZrP2O7,4.4725
Nb9PO25,2.1092
Nb2(PO4)3,0.0
NbPO5,2.3831
Nb5P7O30,2.5667999999999997
Mo4P7O24,0.8672000000000002
Mo2(PO4)3,1.1487000000000003
Mo(PO3)3,4.2134
Mo2P3O11,1.1864999999999999
Mo(PO4)2,1.9851999999999999
MoP2O7,1.9978999999999998
MoPO5,1.1381999999999999
Mo2P2O11,1.9934
Mo2P3O13,0.8305
P3RuO9,0.0
PRhO4,0.9792000000000001
P3RhO9,1.8079999999999998
P2PdO6,1.6915999999999998
AgPO3,2.0246000000000004
Ag3(PO4)2,0.0
Ag3PO4,0.1745000000000001
Cd(PO3)2,3.9273000000000002
Cd2P2O7,2.7107
Cd2P6O17,4.2535
Cd3(PO4)2,2.3908
CdP4O11,4.3777
InPO4,2.3413000000000004
In(PO3)3,4.3968
In2P2O7,3.6658
In3(PO4)2,3.0692000000000004
In2PO5,2.111999999999999
Sn3(PO4)2,3.4768000000000003
Sn2P2O7,3.5193000000000003
Sn5(PO5)2,2.6984999999999997
SnP2O7,3.9343000000000004
Sn(PO3)2,3.7795999999999994
SnP4O11,4.4386
SbPO5,2.7376
SbP2O7,2.2392999999999996
SbPO4,3.9963
Te3P2O11,3.4223
Te4P2O13,3.0667
Te2(PO4)3,0.0
Cs3PO4,3.5722999999999994
Ba2P2O7,5.1483
Ba3(PO4)2,5.1417
Ba(PO3)2,5.4349
BaP4O11,5.2234
LaP5O14,5.031000000000001
LaPO4,4.520300000000001
La3PO7,4.062099999999999
La(PO3)3,4.6293
CeP5O14,0.10029999999999983
Ce(PO3)3,0.22279999999999944
CePO4,0.1676000000000002
Ce(PO3)4,1.2294
CeP2O7,1.5859
PrPO4,5.6478
PrP5O14,5.3923
Pr(PO3)3,5.4756
NdPO4,5.675000000000001
Nd(PO3)3,5.4768
NdP5O14,5.3904
Nd3PO7,4.27
SmP5O14,5.379
SmPO4,5.7418000000000005
EuP5O14,0.08740000000000014
EuPO4,0.0
Gd(PO3)3,3.4491
GdPO4,2.8647000000000005
GdP5O14,3.1654
Gd2P4O13,3.2969999999999997
TbP5O14,5.362
TbPO4,5.8675
DyP5O14,5.2463999999999995
Dy(PO3)3,5.7383999999999995
DyPO4,5.887
HoPO4,5.9209
HoP5O14,5.233099999999999
Ho2P4O13,5.6319
ErPO4,5.919600000000001
Er(PO3)3,5.9037999999999995
ErP5O14,5.2303
TmP5O14,5.2284
Tm2P4O13,5.6293999999999995
TmPO4,5.939399999999999
YbP5O14,0.0
Yb(PO3)3,5.8386
YbPO4,0.0
LuP5O14,5.4534
Lu(PO3)3,5.6749
LuPO4,5.9556000000000004
Hf2P2O9,4.9036
HfP2O7,5.2942
TaPO5,2.9698
Ta9PO25,2.7033
PWO5,1.8469
P3(WO6)2,2.0564999999999998
P2W2O11,3.1085000000000003
P2WO8,2.456
P2WO7,3.0944
Re2P2O11,0.597
RePO5,0.0
P3IrO9,2.2408
P2PtO7,1.5012999999999999
Hg3(PO4)2,1.4042999999999999
Hg(PO3)2,2.5782000000000003
Hg4P2O7,1.5817
Hg7(PO5)2,1.4983000000000002
Hg2P2O7,1.4797
Hg3PO4,2.2447
Tl3PO4,2.6397999999999997
TlPO4,0.7150999999999996
TlPO3,3.4595
P2PbO6,4.4803
P2Pb4O9,3.2074
P2Pb3O8,3.3803
P2Pb2O7,3.6475
Bi(PO3)3,4.5202
Bi2P4O13,4.5172
BiPO4,3.6895000000000002
Bi3PO7,2.3797
Th4P6O23,4.1911
Th2P2O9,5.0733999999999995
ThP2O7,5.3892999999999995
UPO5,0.0037000000000002586
U(PO3)4,0.2829999999999999
UP2O7,0.0
U2P2O9,0.22850000000000037
SCl2O,3.6424
S(ClO)2,3.6538
K2SO4,5.2088
K2S2O7,5.2193
K2S5O16,4.5508
CaSO4,5.9393
CaS3O10,4.9224000000000006
Sc2(SO4)3,4.3566
Sc2SO2,2.0102
TiSO5,2.2431
Ti(SO4)2,2.2226
V2S2O11,2.3422
V2(SO4)3,0.0
VSO5,1.4931999999999999
V(SO4)2,1.3483
Cr2(SO4)3,2.6831
MnSO4,3.6106000000000007
Mn2(SO4)3,0.6132000000000001
FeSO4,4.2084
Fe2(SO4)3,2.2847999999999997
CoSO4,2.7685999999999997
Co2(SO4)3,0.4141
NiSO4,3.2555000000000005
CuSO4,0.0
Cu2(SO4)3,0.028799999999999937
Zn3S2O9,3.3649
ZnSO4,3.8158
Ga2(SO4)3,4.33
As2S2O9,4.0514
As2(SO4)3,4.5725
As2SO6,4.407900000000001
SBr2O,2.732
RbSO3,5.0191
Rb2S2O7,4.9853
Rb2SO4,4.9943
SrSO4,5.9094
Y2(SO4)3,5.6993
Y2SO2,2.9934999999999996
ZrSO,2.4196999999999997
Zr(SO4)2,3.5633
MoSO6,3.0745000000000005
PdSO4,1.0661
Ag2SO4,1.3907
AgSO4,0.0
CdS2O7,4.036099999999999
CdSO4,2.8625
In2(SO4)3,3.754
SnSO4,4.1208
Sn(SO4)2,2.3798
Sn2(SO4)3,2.5934
Sb6S2O15,3.2471999999999994
Sb2(S2O7)3,4.1996
Sb2(SO4)3,4.016299999999999
Sb2S2O9,4.0335
Te(S2O7)2,3.3237
Te2SO7,3.2845000000000004
S2I2O11,2.6242
S(IO3)2,1.8695000000000002
CsSO3,5.110399999999999
Cs(SO2)2,2.2336
Cs2SO4,5.0111
BaSO4,5.950699999999999
BaS4O13,4.6756
La2SO6,4.726399999999999
La2SO2,3.0609
LaSO,1.522899999999999
La10S14O,1.9410999999999996
Ce4S3O4,0.0
Ce(SO4)2,1.0223000000000002
Ce2SO2,0.0
Ce3S2O3,0.002100000000000435
Pr10S14O,1.8415000000000004
Pr2SO2,2.8586000000000005
PrSO,1.4090000000000007
Nd2(SO4)3,5.437200000000001
Nd2SO2,2.8645
Sm2SO2,2.8996000000000004
EuSO4,1.2805
Eu2SO6,0.0
Eu2SO2,0.0
Gd2SO2,2.0193999999999996
Tb2SO2,2.9772000000000003
Dy2SO2,3.0076000000000005
Ho2SO2,3.0336000000000003
Ho2(SO4)3,5.9222
Er2SO2,3.0733
Er2(SO4)3,5.8883
Tm2SO2,3.0985
Lu2SO2,3.0925
Lu2(SO4)3,5.9635
W(SO4)2,2.8994
Re2S2O13,2.3709
AuSO4,1.65
HgSO4,1.7373
Hg2SO4,1.9824
Hg3SO6,0.5677999999999999
Tl2SO4,3.7965
PbSO4,3.9870000000000005
Pb2SO5,3.1338
Pb5SO8,2.4636000000000005
Bi2SO2,0.8247
Bi2(SO4)3,4.2334000000000005
Bi14SO24,2.6584000000000003
ThSO,1.1139999999999999
USO,0.0
USO6,1.9501000000000002
NpSO,0
Pu2SO2,0.0
KClO4,5.539
Ca4Cl6O,5.2239
Ca(ClO3)2,4.7839
Sc(ClO4)3,4.0634
Ti(ClO4)4,2.9081
VClO,1.6416999999999997
CrClO,1.8896000000000002
Mn8Cl3O10,0.31309999999999993
FeClO,1.9415000000000002
Co(ClO4)2,2.9877000000000002
Ni(ClO4)2,3.8331
CuClO2,0.8627999999999999
AsCl3O,2.5098
RbClO4,5.4759
Rb6Cl4O,1.6658000000000002
Rb3ClO,1.2267
Sr4Cl6O,4.5588999999999995
Sr(ClO3)2,5.224
YClO,4.270700000000001
NbCl2O,0.9081000000000001
Nb3Cl5O2,0.8975
NbCl3O,2.8024
Nb3ClO7,2.0193
RuCl2O,0.7522999999999997
AgClO2,0.5683
AgClO4,2.6807
Cd3(ClO)2,1.1713
InClO,2.3644999999999996
Sb4Cl2O5,2.6435
SbClO,3.0971
Sb8Cl2O11,2.8915
Cs6Cl4O,1.984
CsClO4,5.444000000000001
Ba4Cl6O,4.3647
Ba(ClO3)2,5.268700000000001
LaClO,4.069
La(ClO4)3,4.4896
Ce(ClO4)4,1.4696
CeClO,0.0
PrClO,4.698500000000001
Pr(ClO4)3,4.8822
NdClO,4.766400000000001
Nd(ClO4)3,4.8807
SmClO,4.876199999999999
Sm(ClO4)3,5.6722
Eu4Cl6O,0.8845999999999998
EuClO,0.0
Eu(ClO4)3,0.0
GdClO,2.9892000000000003
DyClO,5.168800000000001
Dy(ClO4)3,5.7623
HoClO,5.1804
Ho(ClO4)3,5.7915
Er(ClO4)3,5.0118
ErClO,5.249599999999999
TmClO,4.5259
Tm(ClO4)3,5.7725
Yb4Cl6O,5.176
Yb(ClO4)3,0.0
Lu(ClO4)3,5.7305
Hf(ClO4)4,5.2235
ReCl3O2,1.8464
ReCl4O,0.647
ReClO3,3.5777
OsCl4O,1.0046
OsCl2O,0.7992999999999997
AuClO,0.9779999999999999
AuClO2,0.262
Hg(ClO3)2,2.6557
Hg7Cl2O3,0.9253
Hg5(ClO2)2,0.17969999999999997
TlClO4,4.5706999999999995
Pb(ClO3)2,4.3237000000000005
Pb3(ClO)2,2.4273999999999996
Pb13(Cl3O5)2,1.8938000000000001
BiClO,2.5661
Bi24Cl10O31,2.1162
AcClO,4.4451
UCl2O,0.0014999999999991687
U2Cl5O2,0.0
U(ClO)2,1.7154
PuClO,0.0
KScO2,3.6247
K6Ti2O7,3.4489
K2TiO3,3.4121
K2Ti2O5,3.2268
K4TiO4,3.1456
K3Ti8O17,0
K2Ti6O13,2.7535
KVO3,3.0372000000000003
KV3O8,2.0824
K3V3O8,1.8032
K3V5O14,2.3325
K5V3O10,3.0582000000000003
K4V2O7,3.4405
K3VO4,4.041300000000001
K2V3O8,2.0111
K3CrO8,1.7840999999999998
K2CrO4,3.0699
KCr3O8,1.8261
K3CrO4,1.2286000000000001
K2Cr2O7,2.7075
KCrO2,2.9299000000000004
K3Mn2O8,0.008699999999999986
K3MnO4,1.9806000000000001
K2Mn2O3,0.4197000000000002
K2MnO4,0.43810000000000004
K3MnO3,1.6431999999999998
KMnO2,1.886
KMn6O12,0.0
K11Mn4O16,0.0
K5FeO4,2.1249000000000002
K4Fe2O5,2.3023000000000002
K17Fe5O16,2.0912
KFeO2,2.1742999999999997
K3FeO3,2.0103
K2FeO4,1.5215
K14Fe4O13,2.2344
K3FeO4,0.24329999999999996
K6Co2O7,1.0823
KCoO2,0.9921
K2CoO2,0.6702000000000001
K3CoO2,1.5331000000000001
K10Co4O9,1.435
K(CoO2)2,0.21649999999999991
K3(NiO2)2,1.3664000000000003
K9Ni2O7,2.1161
K2NiO2,2.7796
K3Cu5O4,1.5555999999999999
KCuO,1.2469000000000001
K3CuO2,1.5215999999999998
KCuO2,0.8604999999999999
K2ZnO2,1.9785000000000001
K4ZnO3,1.6945999999999999
K2Zn3O4,1.4082999999999999
KGaO2,3.0499
K3GaO3,2.621
K6Ge2O7,3.0751
K4GeO4,2.7837
K4Ge9O20,3.0665
K2Ge2O5,2.9349999999999996
K2Ge8O17,2.8995
K5As3O10,3.057
KAsO2,3.8449
K3AsO4,3.3075
K2SeO4,3.6435
K6Se2O9,1.6318000000000001
K2Se2O5,3.5913
K4Br2O,0.9912
KBrO3,3.8455000000000004
K3BrO,0.889
KYO2,3.9738999999999995
K5YO4,2.1115
K2ZrO3,3.6641
K4Zr5O12,3.1864999999999997
KNbO3,2.2934
K3NbO8,2.5984000000000003
KNb3O8,2.4762
K4Nb6O17,2.7386
KNb8O14,0.0
K2Mo3O10,3.3299
K2Mo2O7,3.4022
K2MoO4,4.3131
KTcO4,3.1886
KTcO3,0.0
K(RuO2)4,0.0
KRuO4,0.0
K2RuO4,0.5193
K2Rh2O5,0.36050000000000004
K2PdO2,1.3697
K3(PdO2)2,0.0
KAgO,1.4716
K3AgO2,1.8095999999999999
KAgO2,0.9681
K2CdO2,1.3576
K6CdO4,1.5900999999999998
K2Cd2O3,0.6527
K14In4O13,1.8377999999999997
K5InO4,2.2327
KInO2,2.0788999999999995
K4SnO3,2.1095
K2SnO3,2.1206000000000005
K2SnO2,1.5380999999999998
K4SnO4,2.3374
K2Sn2O3,1.3060999999999998
K2Sn3O7,1.9889999999999999
KSbO2,2.0081999999999995
K3SbO4,1.8325
K3SbO3,3.2348
K2Sb4O11,1.8457
KSb3O5,3.1078999999999994
KSbO3,2.6656999999999997
KSb5O13,0.7755000000000001
K4Sb2O5,2.3454999999999995
K2TeO4,2.63
K2Te2O5,3.4082000000000003
K2Te4O9,2.9189000000000003
K(TeO3)2,1.0307
K2TeO3,3.5774
K3IO5,1.2686000000000002
KIO3,2.7768000000000006
K4I2O9,1.9183
KIO4,2.3612
K4I2O,1.2568000000000001
K3IO,1.0263999999999998
KLaO2,3.8678000000000003
KPrO2,3.6626000000000003
KNdO2,3.7108
EuKO2,0
KGdO2,3.05
TbK2O3,0.0
KHoO2,3.9758
KErO2,3.9606
KTmO2,3.9742999999999995
K4Hf5O12,3.268
K2Ta15O32,0.06700000000000017
KTaO3,2.0983
KTa5O13,3.1482
K3Ta8O21,0.0
K3TaO8,2.9894
K9(WO3)20,0
K(WO3)6,0.21830000000000016
K2WO4,4.384399999999999
K2W2O7,2.4572000000000003
K4WO5,3.2323
K(WO3)4,0.0
K2W4O13,1.7604
KReO4,4.0028
K(OsO3)2,0
K2OsO5,1.6619
KIrO3,0.0
K4IrO4,0.4266000000000001
K3(PtO2)2,0.0
K3AuO,0.5646
KAuO2,1.4088
K2HgO2,2.0773
KTlO2,0.8835999999999999
K5TlO4,1.4847
KTlO,1.1655000000000002
K5Tl3O,0.1221000000000001
K2Pb2O3,1.6906999999999996
K4PbO3,2.279
KPbO2,0.5902000000000003
K6Pb2O5,2.1249000000000002
K2PbO2,1.9201
K2PbO3,1.1332
K4PbO4,1.6772
K3BiO3,2.9552
KBiO3,0.49140000000000006
K3BiO4,1.1394
KBiO2,1.8496000000000001
K2UO4,1.9745
K4UO5,2.1712
KUO3,0.44540000000000024
K2U2O7,1.7071
K2NpO4,0.3700000000000001
K2PuO4,0
K2Pu2O5,0.0
CaSc2O4,3.4579999999999997
Ca2Ti3O8,2.7898999999999994
CaTiO3,2.3238
CaVO3,0.2903000000000002
Ca2V3O8,1.4929000000000001
CaV2O5,1.9002999999999997
CaV2O6,2.9196
Ca10V6O25,2.3500000000000005
Ca2V2O7,3.0528
CaCrO4,2.3678
CaCr2O4,2.7875000000000005
Ca2CrO8,0.4243999999999999
Ca2Mn3O8,1.4426999999999999
CaMn2O4,1.4165
Ca3Fe2O7,0.019099999999999895
CaFeO3,0.0
Ca2Co3O8,0.00649999999999995
Ca(CoO2)4,0.24890000000000012
Ca(NiO2)2,0.3921000000000001
Ca(NiO2)4,0.4838
Ca2CuO3,0.0
Ca2Cu2O5,1.0059000000000002
Ca3Ga4O9,2.6392999999999995
CaGa4O7,2.5336
Ca3GeO,0.15500000000000025
CaGeO3,3.4743999999999997
Ca2Ge7O16,2.8625000000000003
Ca2GeO4,3.6002
Ca4As2O,1.2134999999999998
Ca(AsO3)2,3.2948000000000004
Ca3(AsO4)2,3.6298000000000004
Ca2As2O7,3.3160000000000003
CaSe2O5,3.4779000000000004
Ca2Se3O8,3.4251
CaSeO3,4.2502
Ca(SeO3)2,2.911
CaZrO3,3.8263000000000003
CaNb2O4,1.6173000000000002
Ca2Nb2O7,3.1000999999999994
CaNb2O6,3.6052
Ca4Nb2O9,3.2640999999999996
Ca(MoO2)2,2.2507
CaMoO4,3.5057
CaMoO3,1.2706999999999997
CaRuO3,0.0
Ca2Ru2O7,0.0
Ca(RhO2)2,0.8186999999999998
Ca4PdO6,1.8226999999999998
CaPd3O4,0.0
CaAgO2,0.0
CaCd3O4,0.19190000000000018
Ca3CdO4,2.5211
CaCdO2,0.3799000000000001
CaIn2O4,2.0006
Ca2Sn3O8,2.7111999999999994
Ca3SnO,0.0
CaSnO3,2.9435
Ca2SnO4,2.7136000000000005
Ca(SbO3)2,2.6942999999999997
Ca4Sb2O,0.9093999999999998
Ca2Sb2O7,1.7338000000000005
Ca3TeO6,3.2468999999999997
CaTeO4,2.2537
CaTe3O8,2.0065
CaTeO3,2.9142
CaTe2O5,3.3657999999999997
Ca(IO3)2,3.5813000000000006
CaHfO3,4.4855
Ca4Ta2O9,3.9210999999999996
CaTa4O11,3.5437000000000003
CaTa2O6,3.4758
Ca2Ta2O7,3.4128
CaWO4,4.3443
Ca3WO6,3.7060000000000004
Ca3ReO6,0.0
Ca11(ReO6)4,0.0
Ca5(ReO6)2,2.1161000000000003
Ca2Os2O7,0.0
CaIrO3,0.0
Ca2Pt3O8,1.1236000000000002
Ca(AuO2)2,1.6618000000000004
CaHgO2,2.125
Ca3Tl2O6,0.7309999999999999
Ca3PbO,0.0
Ca2PbO4,1.4819999999999998
CaBi4O9,0.08120000000000083
Ca4Bi2O,0.8137000000000003
Ca(BiO2)2,2.5433999999999997
CaBiO3,0.8195000000000001
CaUO4,2.1516
Ca3UO6,2.2602
Sc2TiO5,3.1323000000000003
Sc2Ti2O7,3.5775
ScVO4,2.6445000000000003
Sc2Mn2O7,1.0488999999999997
ScCuO2,2.3309
Sc2GeO5,4.1263
ScAsO4,3.5491
Sc2(SeO3)3,3.8037
Sc2(SeO4)3,3.5636
ScBrO,3.236
RbScO2,3.4540999999999995
SrSc2O4,3.4364
ScNbO4,3.3047000000000004
Sc2(MoO4)3,3.5309
ScAgO2,2.1151
Sc2Te5O13,2.9509
Sc2TeO6,2.8859999999999997
Sc(IO3)3,3.8452
ScIO,1.9708999999999994
CsScO2,2.9595000000000002
Cs3ScO3,2.7453
Ba2Sc2O5,2.7100000000000004
BaSc2O4,3.8718
LaScO3,3.8831000000000007
PrScO3,4.2587
NdScO3,4.2936
SmScO3,4.3579
Ho3ScO6,4.423400000000001
ScTaO4,4.0258
Sc2Pt2O7,1.8009000000000004
TiV2O7,2.0311
TiVO3,0.6252999999999993
TiMnO3,2.334
TiFeO3,2.0330999999999997
Ti2FeO5,1.5668999999999995
Ti13(Fe5O14)3,1.4695999999999998
Ti(FeO2)2,1.5819999999999999
TiCoO3,0.0
Ti2CoO5,1.7405
TiNiO3,2.8864999999999994
Ti4(Ni5O8)3,1.2512999999999996
Ti3Cu3O,0.0
Ti4Cu2O,0.0
Ti3Zn2O8,2.5854
TiAs2O7,2.7038
Ti(SeO3)2,2.4445
Rb2TiO3,3.8598
Rb2Ti6O13,2.6209000000000002
Rb6Ti2O7,3.2141
Rb4TiO4,2.8866
Sr2Ti6O13,9.999999999976694e-05
SrTi11O20,0.012199999999999989
Sr4Ti3O10,1.7813000000000003
Sr3Ti2O7,1.8404999999999996
Sr2TiO4,1.9141999999999997
SrTiO3,1.8487999999999998
Y2TiO5,3.2733
TiNb3O6,0.5207999999999999
Ti3PdO,0.0
TiCdO3,2.9224999999999994
TiSnO3,1.1151
TiTe3O8,2.7258
CsTi6O12,0.0039999999999995595
Cs6Ti2O7,3.333
Ba4Ti13O30,2.5853
Ba2Ti6O13,0.001000000000000334
Ba3Ti20O40,0.0
Ba2Ti13O22,0.0
Ba2TiO4,4.1473
BaTiO3,2.5086999999999997
BaTi2O5,2.8003
BaTi8O16,0.0
La5Ti5O17,0
La2Ti2O7,2.9285999999999994
La2TiO5,3.2885999999999997
Ce2TiO5,0.0
Pr2Ti2O7,2.8979999999999997
Nd2Ti2O7,2.9231000000000003
Nd2TiO5,3.3137999999999996
Nd2Ti4O11,3.1437000000000004
Sm2TiO5,3.3038999999999996
Eu2Ti2O7,0.006799999999999695
Eu2TiO4,0
EuTiO3,0.0
Gd2TiO5,2.9501999999999997
Tb2TiO5,3.3008999999999995
Tb2Ti2O7,3.0138
Dy2Ti2O7,3.0917000000000003
Dy2TiO5,3.3007999999999997
Ho2TiO5,3.2848999999999995
Ho2Ti2O7,2.9749000000000003
Er2TiO5,3.2962
Tm2TiO5,3.2759
Tm2Ti2O7,2.9789000000000003
YbTiO3,2.3173
Lu2TiO5,3.2718999999999996
TiTl2O3,2.0959000000000003
Ti4Tl2O9,2.8163000000000005
Ti3PbO7,1.9724
TiPbO3,1.8160999999999996
Ti3(BiO3)4,2.424899999999999
TiBi2O5,2.5795000000000003
AcTiO3,0
ThTi2O6,2.975
V4Cr2O13,2.3301
Mn2V2O7,1.204
Mn3V2O8,1.9247
MnV2O4,0.0
MnV2O6,1.9661
V4Fe2O13,2.3112
V2Co2O7,1.8291000000000002
V2Co3O8,1.741
V2CoO4,0.0
V2CoO6,2.0888
V2Ni3O8,2.5707999999999998
V2Ni2O7,2.6664000000000003
V2NiO6,2.691
V2Cu2O7,0.0049000000000000155
V2ZnO4,1.6539999999999995
V2Zn2O7,2.5531
V4As2O13,1.4928
VAsO5,2.1315000000000004
V2Se2O11,2.1709
V2Se3O11,2.1647
V(SeO3)2,2.0502000000000002
VBrO,1.4546000000000001
Rb2V4O9,2.3314
RbVO3,3.0513
RbV3O8,2.0696
Rb2V3O8,2.0559999999999996
Sr2VO4,1.5295999999999998
Sr3V2O8,3.676
Sr2V2O7,3.452
Sr3V2O7,0.5916000000000006
Sr16V12O39,0.6273000000000004
Sr16V8O31,0.43359999999999976
YVO4,2.9705
YVO3,1.5639000000000003
ZrV2O7,2.5909
NbVO5,1.8902999999999999
V18Ag7O48,0.7690999999999999
VAg3O4,0.9197000000000002
VAgO3,1.6344999999999998
VCdO3,1.6580000000000001
V2Cd2O7,2.5559000000000003
V2CdO6,2.6494999999999997
VInO4,2.9692999999999996
V2SnO7,2.6054000000000004
VSbO4,0.0
VTeO4,1.5000999999999998
CsV3O8,2.1187
CsVO3,3.1093
CsV2O5,2.0615
Cs2V4O9,2.3216
Cs2V5O13,1.5096
BaV2O6,2.8550999999999997
Ba2VO4,1.5244999999999997
Ba3V2O8,3.7426999999999997
BaV10O15,0.8319000000000001
Ba2V2O7,3.4599
Ba3V4O13,2.9455999999999998
LaVO3,0.9979999999999993
LaVO4,3.1222000000000003
CeVO3,0.04359999999999964
PrVO4,3.0298999999999996
NdVO4,3.0195
NdVO3,1.0340999999999996
SmVO4,3.0043
EuVO4,2.7759
Eu2VO4,0.0005999999999994898
EuVO3,0.0
GdVO3,0.0
GdVO4,2.9685
TbVO4,2.9828
TbVO3,1.5225
DyVO3,1.5488
DyVO4,2.9764
HoVO4,3.0265
HoVO3,1.5710000000000006
ErVO4,2.9661
ErVO3,1.5712000000000002
TmVO3,1.6208999999999998
TmVO4,2.9583
YbVO3,0.3999999999999999
Yb2V2O7,0.0
YbV4O8,0.8961000000000001
LuVO4,2.9436
HfV2O7,2.6491
TaVO5,2.1719999999999997
TaVO4,1.8279
Ta2VO6,0.8707000000000003
Ta9VO25,2.6133
V2WO6,1.0726999999999998
VRe2O9,1.8809
V2HgO6,2.0142999999999995
VHgO3,2.3004
V2Hg2O7,1.2817999999999998
V(HgO2)2,1.4376
TlV3O8,2.0029999999999997
TlVO3,2.9722
Tl3VO4,2.5950999999999995
Tl4V2O7,2.6066000000000003
V2Pb3O8,3.0493
V2Pb2O7,2.8712999999999997
V2Pb4O9,2.9094999999999995
V2PbO6,2.2575000000000003
V3(Bi3O8)2,2.1746000000000003
VBiO4,2.8103
ThV4O12,2.5723
UV2O8,2.1574999999999998
MnCr2O4,2.3724000000000003
Cr3(FeO6)2,1.8304
Cr2CoO4,2.6060000000000003
CrCoO4,1.4983
CrNiO4,1.924
CrCuO2,1.6653000000000002
ZnCr2O4,2.6228999999999996
ZnCrO4,2.0907
CrAsO4,1.9798
Rb2Cr2O7,2.7942
RbCrO2,2.7996
Rb2CrO4,3.1347
RbCr3O8,1.8319
Sr2CrO4,1.9682999999999997
SrCrO4,2.8734
SrCr2O4,2.7927000000000004
SrCr2O7,2.4835000000000003
Y2Cr3O12,2.1334
YCrO3,2.4831000000000003
YCrO4,0.26760000000000006
Cr2(MoO4)3,2.6873
CrAgO2,1.6634000000000007
Cr3AgO8,1.1888999999999998
CrAgO4,0.0
Cr2CdO4,2.4764999999999997
CrCdO4,2.2881
CrSbO4,0.8623000000000003
Cr2TeO6,1.3564999999999996
Cr2Te4O11,2.3209000000000004
Cs2Cr4O13,1.7448
CsCr3O8,1.8862
Cs2CrO4,3.2422000000000004
BaCrO4,2.9572
Ba2CrO4,1.891
BaCr2O4,2.5408000000000004
LaCrO3,2.1644999999999994
La2CrO6,2.1814
PrCrO4,0.24819999999999998
