material,bandgap
SrMgTl2,0.03810000000000002
Y2MgRu,0.10160000000000036
YMgRh2,0.0
YMgPd,0.0
YMgAg,0.0
YMgAg2,0.0
YMgCd2,0
YMgIn,0.0
YMgAu2,0.0
YMgHg2,0.13680000000000003
YMgTl,0.0
MgZrRh2,0
MgZrPd2,0.0
MgZrIr2,0.0
MgZrAu2,0.0
MgNbRu2,0.0
MgNbRh2,0.0
Tm2MgTc,0
Lu2MgTc,0.0
MgSn4Ru,0.0
MgSbRu2,0.0
La4MgRu,0.0
Pr4MgRu,0.0
Nd4MgRu,0.0
Er2Mg3Ru,0.0
Tm2MgRu,0
Lu2MgRu,0.018500000000000405
MgTaRu2,0
MgPaRu2,0.0
Mg2PdRh,0.0
Mg2AgRh,0.13129999999999953
MgInRh2,0.0
MgSnRh2,0.0
La23Mg4Rh7,0.0023999999999997357
LaMgRh,0
PrMgRh,0.0
Nd23Mg4Rh7,0
PmMgRh2,0.0
Sm4MgRh,0.0
SmMgRh2,0.011600000000000499
GdMgRh2,0.08250000000000046
TbMgRh2,0.0
Dy4MgRh,0.043299999999999894
DyMgRh2,0.0
HoMgRh2,0.0
TmMgRh2,0.08530000000000015
LuMgRh2,0.23970000000000002
HfMgRh2,0.0
MgTaRh2,0.0365000000000002
Mg2RhPt,0.0
Mg2RhAu,0
MgTlRh2,0
MgRh2Pb,0.0
MgPaRh2,0.0
MgInPd2,0.0
MgSnPd2,0.0
MgSbPd,0.0
MgSbPd2,0.0
LaMg2Pd,0.0
CeMgPd,0.0
GdMgPd,0.0026000000000001577
Tb2MgPd2,0.0
YbMgPd,0.0
Yb4MgPd,0.020199999999999996
LuMgPd2,0
HfMgPd2,0.046499999999999986
Mg2PdPt,0.0
MgPdAu2,0.0
Mg2PdAu,0.0
MgCdAg2,0.0
MgInAg2,0.0
MgAgSb,0.0
LaMgAg2,0
PrMgAg2,0.0
NdMgAg2,0
PmMgAg2,0.0
SmMgAg2,0
DyMgAg2,0.08950000000000014
TmMgAg2,0.0
Mg2AgPt,0.0
Mg2AgAu,0.0
LaMgCd2,0.0
PrMgCd2,0.0
NdMgCd2,0
PmMgCd2,0.0
SmMgCd2,0
GdMgCd2,0.0040000000000000036
TbMgCd2,0.0
DyMgCd2,0.0
ErMgCd2,0.10299999999999976
TmMgCd2,0.0
YbMgCd2,0.0
LuMgCd2,0.0
MgCdAu2,0
AcMgCd2,0.03200000000000003
Mg(InTe2)2,0.6792000000000002
Nd2MgIn,0.02179999999999982
SmMgIn,0.0
Gd2MgIn,0.002200000000000202
Dy2MgIn,0
DyMgIn,0.0
HoMgIn,0.0
Ho2MgIn,0.0
Er2MgIn,0.0530999999999997
Tm2MgIn,0.0
TmMgIn,0.0
Yb2MgIn,0
Lu2MgIn,0
Ba(MgSn)2,0.0
Pm2MgSn,0.0
DyMgSn,0.0
HoMgSn,0.0
ErMgSn,0
YbMgSn,0.0
MgSnIr2,0.0
MgSnAu,0.0
Ac2MgSn,0.027000000000000135
Ba(MgSb)2,0.8466
Eu(MgSb)2,0.0
Yb(MgSb)2,0.6840000000000002
MgSbPt,0
CsMgI3,3.3159
Ba(MgPb)2,0.0
Ba(MgBi)2,0.3967999999999998
La4MgIr,0.0
LaMgHg2,0.0
LaMgTl,0.0
CeMgPt,0.0
CeMgAu,0.0
CeMgTl,0.0
PrMgPt,0.0
PrMgAu2,0.0
PrMgHg2,0.0
Pr2MgTl,0.0
Nd4MgIr,0.0
NdMgPt,0.0
NdMgAu2,0
NdMgHg2,0.0
NdMgTl2,0.0
Nd2MgTl,0
PmMgAu2,0.0
PmMgHg2,0.033800000000000274
Pm2MgTl,0.0
SmMgPt,0.0
SmMgAu2,0.026500000000000412
SmMgHg2,0.0
SmMgTl,0.0
EuMgHg2,0.03929999999999989
Eu(MgBi)2,0.0
GdMgPt,0.006400000000000183
GdMgAu,0.0
Tb4MgIr,0.0
TbMgAu2,0.0
TbMgHg2,0.0
DyMgAu2,0.0
DyMgHg2,0.0
DyMgTl2,0.0
Dy2MgTl,0.0
HoMgAu2,0.0
HoMgHg2,0.0
HoMgTl2,0
ErMgHg2,0.0
Er2MgTl,0.0
Tm2MgOs,0.0
TmMgPt2,0.0
TmMgAu2,0
TmMgHg2,0.029800000000000715
Tm2MgTl,0.0
YbMgAu,0.0
YbMgHg2,0.005599999999999827
YbMgTl2,0.0
Lu2MgOs,0.0
LuMgAu2,0.0
LuMgHg2,0
HfMgIr2,0.0
MgTaOs2,0.0
MgTaIr2,0.0
AcMgHg2,0.03810000000000002
Mg2TlPb,0.0
AcMgTl2,0.0
CaAlSi,0.0
Ca(AlSi)2,0.0
Sc2AlSi2,0.0
Mn3Al9Si,0.0
AlFe2Si,0.0
Al2(FeSi)3,0.2298000000000009
Al3Fe2Si3,0.0
Al3FeSi2,0.0
Al(CoSi)2,0.0
SrAlSi,0.0
Sr(AlSi)2,0.0
Sr3(AlSi)2,0.0
Y2Al3Si2,0.0
Y2AlSi2,0.0
YAlSi,0.0
AlSiRu2,0
AlSiTe3,1.2504
Ba3(AlSi)2,0.0
BaAlSi,0.0
Ba(AlSi)2,0.0
LaAlSi2,0.0
Pr(AlSi)2,0.0
PrAlSi2,0.0
SmAlSi,0.0
Eu(AlSi)2,0.0
Gd(AlSi)2,0.0
Tb2Al3Si2,0.0
Dy2Al3Si2,0.0
Ho2AlSi2,0.0
Ho2Al3Si2,0.0
Er2AlSi2,0.0
Er2Al3Si2,0.0
Tm2Al3Si2,0.0
Tm2AlSi2,0.0
TmAlSi,0.0
Yb(AlSi)2,0.0
Lu2AlSi2,0.06929999999999925
LuAlSi,0
Al17(Re2Si)2,0.0
AlPS4,2.6141
K3AlP2,0.6989999999999998
Sr3(AlP2)2,1.3371000000000004
AlPI8,1.4267999999999998
AlP2I9,1.6553
Cs3AlP2,1.1819000000000002
AlPPt5,0.13020000000000032
AlSCl7,2.4763
Ca(AlS2)2,3.6112999999999995
Al5CuS8,1.5324
AlCuS2,1.6937000000000006
Al2ZnS4,2.4939
Sr(AlS2)2,3.7211
AlAgS2,1.9002999999999997
Al2CdS4,2.7262999999999997
AlInS3,2.3613999999999997
BaAl4S7,3.1571
Ba(AlS2)2,3.6496999999999997
Al2HgS4,2.0199000000000003
Al7(TlS4)3,2.7930000000000006
AlTlS2,2.1718
Al2BiS4,2.771
KAlCl4,5.286300000000001
Ca(AlCl4)2,5.4214
Al2VCl8,1.6263
Al2CoCl8,0.3251
Al2CuCl8,0.5592999999999999
AlCuCl4,2.5112000000000005
AlGaCl4,4.2218
Al(SeCl2)2,1.3809
Al(SeCl)4,1.1038000000000001
Sr(AlCl4)2,5.4902
Y(AlCl4)3,4.0291999999999994
NbAlCl8,2.0379
Al2PdCl8,1.5737
Al2CdCl8,3.7046
AlInCl4,4.1864
AlTeCl7,3.2790999999999997
Al2Te2Cl7,1.4057
Al(TeCl2)2,1.3285
Al(ICl2)3,1.7106
AlICl6,2.2636000000000003
CsAlCl4,5.3868
Ba(AlCl4)2,5.3835999999999995
Eu(AlCl4)2,1.6803
Tb(AlCl4)3,4.2153
Dy(AlCl4)3,4.2606
Ho(AlCl4)3,4.31
Yb(AlCl4)2,5.3967
Al2Hg3Cl8,2.4917
AlTlCl4,4.732200000000001
AlBiCl6,3.7506000000000004
Al3Bi5Cl12,1.8215999999999999
K3Al2As3,1.1862
K3AlAs2,0.4517
K3AlSe3,2.3566
KAl2Br7,4.2314
KAlSb4,0.24520000000000053
K2Al2Sb3,0.9634
K3AlTe3,2.117
KAlTe2,1.8991999999999996
Ca4Al51Cr7,0.0
Ca(Al5Cr)2,0.0
Ca(Al4Co)2,0.0
CaAl9Ni,0.0
Ca(Al2Cu)4,0.0
Ca3Al7Cu2,0.05590000000000028
Ca(AlZn)2,0.0
Ca(AlGa)2,0.0
Ca3(AlGe)2,0.0
Ca(AlGe)2,0.0
Ca3Al2Ge3,0.0
Ca3AlAs3,0.7296000000000005
Ca(AlSe2)2,2.8458
CaAlPd,0.0
Ca3Al7Ag2,0.01750000000000007
Ca3AlCd17,0.026899999999999924
Ca3AlSb3,0.1656000000000004
Ca5(AlSb3)2,0.15559999999999974
Ca14AlSb11,0.011299999999999422
CaAlAu,0
Ca5(AlBi3)2,0.0
Sc(MnAl2)4,0.0
Sc(Al2Fe)4,0.0
ScAlCo2,0.08969999999999967
ScAlNi2,0.0
ScAl2Ni,0.0
ScAlCu2,0.0
Sc2AlZn,0
Sc11(AlGe4)2,0.0
Sc2AlTc,0.0
Sc2AlRu,0.0
Sc2Al3Ru,0.0
ScAlRh2,0.049100000000000144
ScAlPd2,0.0
ScAlAg2,0.0
Sc2AlOs,0.16250000000000053
Sc6Al16Ir7,0.0
ScAlIr2,0.36880000000000024
ScAlAu2,0.0
TiMn2Al,0.0
TiAlFe2,0.0
TiAlCo2,0.0
Ti6Al16Ni7,0.06920000000000037
TiAlNi2,0.0
TiAlCu2,0.0
Ti2AlMo,0.10760000000000058
Ti2AlTc,0
TiAlRu2,0.0
TiAlRh2,0
TiAlPd2,0.0
Ce(TiAl10)2,0
Dy6Ti4Al43,0.0
Ti2AlRe,0.05149999999999988
TiAlOs2,0
TiAlPt,0.0
Ti6Al16Pt7,0.06479999999999997
TiAlAu,0.0
Mn2AlV,0.0
AlVFe2,0.0
AlVCo2,0.0
AlVRu2,0.0
Eu(Al10V)2,0.0
AlVOs2,0.0
U(Al10V)2,0.0
Mn2AlCr,0.001800000000001134
AlCrRu2,0
Ce(Al10Cr)2,0.0
MnAlFe2,0.0
MnAlCo2,0.0
MnAlNi2,0.0
MnAlGe,0.0
Mn14Al56Ge3,0.06769999999999854
Y(MnAl2)4,0.0
Mn2NbAl,0.0025999999999992696
MnAlRu2,0.018299999999999983
MnAlRh2,0.0
Mn(AlTe2)2,0.32449999999999957
Ce(MnAl2)4,0.0
TaMn2Al,0
Mn2AlW,0.0
Mn2AlRe,0.0815999999999999
MnAlOs2,0.0
MnAlIr2,0.0
MnAlAu2,0.0
PaMn2Al,0.0
AlFeCo2,0.0
Al7FeCu2,0.0
Y(Al5Fe)2,0.0
Y(Al2Fe)4,0.0
NbAlFe2,0.4358000000000004
AlFeRh2,0.0
BaAl9Fe2,0.0
La(Al2Fe)4,0
Ce(Al2Fe)4,0.0
Ce(Al4Fe)2,0.0
Pr(Al2Fe)4,0.0
Eu(Al4Fe)2,0.042599999999999305
Tb(Al2Fe)4,0.0
Dy(Al2Fe)4,0.0
Ho(Al2Fe)4,0.0
Er(Al2Fe)4,0.0
Yb(Al5Fe)2,0.0
Lu(Al2Fe)4,0.0
HfAlFe2,0.05779999999999941
TaAlFe2,0.05259999999999998
AlFe2W,0.0
Al2FeIr,0.027499999999999858
Th(Al2Fe)4,0.0
Th(Al5Fe)2,0.0
U(Al5Fe)2,0.0
U(Al2Fe)4,0.0
Np(Al2Fe)4,0.0
Al12Co4Cu,0.0
SrAl9Co2,0.0
Y2(Al3Co)3,0.0
YAl2Co,0.0
Zr6Al2Co,0.0
ZrAlCo2,0.0
NbAlCo2,0.0
LaAl4Co,0.0
CeAl4Co,0.0
CeAlCo,0.0
Pr2Al19Co6,0.0
Pr(Al4Co)2,0.0
PrAl4Co,0.0
Nd(Al4Co)2,0.0
NdAl4Co,0.0
EuAl9Co2,0.04239999999999977
Gd2AlCo2,0
Tb2AlCo2,0.0
Dy2AlCo2,0.0
Er2Al3Co,0.0
Yb(Al4Co)2,0.0
Lu2Al3Co,0.0
HfAlCo2,0.0
TaAlCo2,0.0
Al2CoIr,0.0
U2AlCo3,0.0
Y2AlNi2,0
YAl4Ni,0.09309999999999974
YAlNi,0.0
YAl2Ni,0.0
YAl3Ni,0.0
Y3(AlNi3)2,0.0
Y4Al23Ni6,0.0
YAl3Ni2,0.0
ZrAl5Ni2,0.0
ZrAlNi2,0.0
ZrAlNi,0.0
NbAlNi2,0.0
Al2NiRu,0.03359999999999985
BaAl9Ni2,0.0
La2AlNi9,0.0
La5Al3Ni2,0.0
CeAl5Ni2,0.0012999999999987466
CeAlNi,0.0
CeAl3Ni2,0.0
CeAl4Ni,0.0
Ce4Al23Ni6,0.0
PrAl2Ni3,0.0
PrAl5Ni2,0.0
PrAl3Ni2,0.0
NdAl3Ni2,0.0
SmAl2Ni,0.04440000000000044
SmAl4Ni,0.0
Sm3(AlNi3)2,0.0
Sm4Al23Ni6,0.0
GdAl2Ni,0.0039999999999995595
Gd(Al3Ni)3,0
Gd3(AlNi3)2,0.0
TbAlNi,0.0
TbAl2Ni,0.0
TbAl4Ni,0.0
Dy3(AlNi3)2,0.0
DyAlNi,0.0
DyAl4Ni,0.0
DyAl2Ni,0.0
HoAl4Ni,0.0
HoAl2Ni,0.0
HoAlNi,0.0
Ho3(AlNi3)2,0.0
ErAl3Ni2,0.0
Er3(AlNi3)2,0.0
ErAl4Ni,0.0
ErAl2Ni,0.0
Er(Al3Ni)3,0.0
TmAl2Ni,0.0
TmAl4Ni,0.0
YbAl2Ni,0.0
Yb4Al23Ni6,0.0
LuAl2Ni,0
LuAl4Ni,0.0
HfAlNi2,0.0
ThAl3Ni2,0.0
AlCuSe2,0.8921999999999999
Y3Al7Cu2,0.021300000000000097
Y(Al2Cu)4,0.0
ZrAlCu2,0.0
AlCuTe2,1.0186000000000002
Ce(Al2Cu)4,0.010200000000001097
Pr(Al2Cu)4,0
NdAl2Cu9,0.0
Nd(Al2Cu)4,0.0
PmAlCu2,0.16159999999999997
Sm(Al2Cu)4,0.0
SmAlCu,0
EuAl3Cu2,0
Gd(Al2Cu)4,0
TbAlCu2,0.0
Dy(Al2Cu)4,0
Tm6Al7Cu16,0.0
TmAlCu,0.0
Tm(Al2Cu)4,0
YbAl2Cu,0.0
HfAlCu2,0.0
AlCuPt2,0.0
AlCuAu2,0.0
Al2ZnSe4,2.1510999999999996
Y2AlZn,0.0
AlZnRh2,0.0
Al2ZnTe4,1.6250999999999998
La(AlZn)2,0.0
Ce(AlZn)2,0.0
Pr(AlZn)2,0.0
Sm(AlZn)2,0.010099999999999554
GdAlZn,0.0
Dy2AlZn,0.0
Ho2AlZn,0.0
AlZnIr2,0.0
Ba3Al3Ga2,0.0
La(AlGa)2,0.0
Ce(AlGa)2,0.0
Pr(AlGa)2,0.0
Nd(AlGa)2,0.0
Eu(AlGa)2,0.0
Yb(AlGa)2,0.0
Sr14Al8Ge3,0.04689999999999994
Sr3(AlGe)2,0.043099999999999916
Sr3(AlGe2)2,0.0
SrAlGe,0.0
Y(AlGe)2,0.0
Y2AlGe3,0.0
YAlGe,0.0
Ba3(AlGe)2,0.0
BaAlGe,0.0
Ba(AlGe)2,0.0
Ba7Al4Ge9,0
Ba5Al2Ge7,0.0
La(AlGe)2,0.0
LaAlGe,0.0
Ce2Al3Ge4,0.0
PrAlGe,0.0
Nd(AlGe)2,0.0
SmAlGe,0.0
Sm2AlGe3,0.0
Eu(AlGe)2,0.0
Gd(AlGe)2,0
Gd2AlGe2,0.0
Tb2AlGe3,0.0
Tb(AlGe)2,0.0
Dy2AlGe2,0.0
ErAlGe,0
Er(AlGe)2,0.0
Yb(AlGe)2,0.0
Yb2AlGe3,0.0
Yb7Al5Ge8,0.0
LuAlGe,0
Cs3AlAs2,0.7389000000000001
AlAsPt5,0.11100000000000065
AlSeBr7,2.1683
Sr(AlSe2)2,2.9755
AlAgSe2,1.1360000000000001
Al2CdSe4,2.0046999999999997
AlInSe3,1.6095999999999995
Al2HgSe4,1.4253999999999998
AlTlSe2,1.6529999999999996
Al2PbSe4,1.9961000000000002
Al2BiSe4,2.3644999999999996
CsAlBr4,4.393
La4Al5Br2,0.0
La(AlBr4)3,2.6083
La10Al5Br4,0.0
La5(AlBr)4,0.0
Pr(AlBr4)3,3.3654
Nd(AlBr4)3,3.3848000000000003
AlTlBr4,4.0998
Rb6AlSb3,0.28679999999999994
Sr11Al4Sn3,0
Sr3(AlSn)2,0.0
Sr5(AlSb3)2,0.9150999999999998
Sr3AlSb3,0.5371000000000006
Sr(AlTe2)2,1.4454000000000002
YAlPd,0.0
YAlAg2,0.07730000000000015
ZrAlRh2,0.0
ZrAlPd2,0.0
Zr5AlSn3,0.0
ZrAlPt,0.0
ZrAlAu2,0.0
NbAlRu2,0.0
NbAlOs2,0.21150000000000002
PaAlTc2,0
Al2RuRh,0.07130000000000081
Al2RuPd,0
Ce(Al5Ru)2,0.0
Ce3(Al3Ru)4,0.0
Ce2(Al5Ru)3,0.0
CeAlRu,0.0
Pr5Al2Ru3,0.03200000000000003
TaAlRu2,0.08389999999999986
Al2RuIr,0.0
Al2RuPt,0
PaAlRu2,0.0
CeAlRh,0.0
TmAlRh,0.0
Hf6Al16Rh7,0.006099999999999994
HfAlRh2,0.0
LaAl3Pd2,0.0
CeAlPd,0.0
CeAl3Pd2,0.0
NdAl3Pd2,0.0
NdAlPd,0.0
SmAl3Pd2,0.0
GdAl3Pd2,0.021600000000000286
GdAlPd,0.0058000000000006935
TbAlPd,0.0
YbAlPd,0.0
LuAl2Pd5,0
LuAlPd,0.0
HfAlPd2,0.0
NpAl2Pd5,0
AlAgTe2,1.0465999999999998
LaAl2Ag3,0.0
PmAlAg2,0.09190000000000076
SmAlAg2,0.08719999999999928
Gd3Al7Ag2,0
TbAlAg2,0.0
DyAlAg2,0.11050000000000004
HoAlAg2,0.12819999999999965
ErAlAg2,0.0
TmAlAg2,0.0
Al2CdTe4,1.6245000000000003
AlInI4,3.0259
Al6SnTe10,1.4355999999999995
Ba5Al5Sn,0.0
Ba3(AlSn)2,0.0
Ba14AlSb11,0.5247999999999999
Ba3AlSb3,0.4704999999999999
Yb5(AlSb3)2,0.06099999999999994
AlTeI7,1.8759
Al3Te3I,1.9650999999999996
Ba(AlTe2)2,1.5453999999999999
Al2HgTe4,1.1108000000000002
La2Al2I,0.0
AlTlI4,3.4463999999999997
Ba5Al5Pb,0.0
CeAl5Pt3,0.004699999999999704
CeAlPt,0.0
Ce2Al16Pt9,0.0
CeAl7Au3,0.0
PrAlPt,0.0
PrAl7Au3,0.0
NdAlPt,0
NdAl7Au3,0.0
PmAlAu2,0.07120000000000015
SmAl7Au3,0.0
Eu(AlAu)2,0.0
Gd2(Al3Ir)3,0.019600000000000506
GdAl7Au3,0.06319999999999926
TbAl7Au3,0.0
DyAl7Au3,0.0
Ho2AlOs,0.04179999999999939
HoAl7Au3,0.0
Er4(Al8Pt3)3,0.0
ErAl7Au3,0.0
Tm2AlOs,0
TmAl7Au3,0.0
YbAlAu,0.0
YbAl7Au3,0.0
Lu2AlOs,0
LuAl7Au3,0.0
HfAlPt,0.0
TaAlOs2,0.0
Al2IrOs,0.054499999999999105
PaAlAu2,0.0
K2SiP2,1.2073999999999998
Fe(SiP)4,1.0232999999999999
Co(SiP)3,1.2515999999999998
Si3NiP4,0.3308
Si(CuP2)4,1.2078000000000007
ZnSiP2,1.3636999999999997
Si4P4Ru,1.4604
CdSiP2,1.4259000000000004
Cs5SiP3,0.8416000000000001
Cs2SiP2,1.27
Ba3(Si2P3)2,0.4059999999999997
Ba4SiP4,1.0893000000000002
La(SiP3)2,0.8978000000000002
CeSiP3,0.0022999999999999687
Si3P2Pt,0.6074000000000002
Si2Cu5S7,0.0
Rb2SiS3,2.8228999999999997
Y4SiS3,0.0
ZrSiS,0.0
Si(Ag4S3)2,0.7551000000000001
Ba3SiS5,2.8127
Ba2SiS4,3.0012
La2SiS5,2.3415
Pr6Si4S17,2.5372000000000003
Nd6Si4S17,2.5163
Sm6Si4S17,2.4769999999999994
Eu2SiS4,0.3846000000000007
Tb4(SiS4)3,2.3655999999999997
HfSiS,0.0
Tl2SiS3,2.3594
Tl4SiS4,1.9549000000000003
Si(PbS2)2,2.0436999999999994
La3Si3Cl2,0.0
K2SiAs2,1.0021
K3SiTe3,1.7139000000000002
CaCoSi,0.0
Ca3Si2Ni3,0.0
Ca(SiNi)2,0.0
CaSiNi2,0.0
Ca(SiCu)2,0.0
CaZnSi,0
Ca(ZnSi)2,0.0
Ca3(SiAs2)2,0.823
SrCaSi,0.4237000000000002
CaSiPd,0.0
Ca(SiPd)2,0.0
Ca4Si3Pd4,0.0
Ca2Si3Ag,0.0
BaCaSi,0.17959999999999976
Ca3(SiIr)4,0.0
Ca2SiIr2,0.0
CaSiPt,0.0
Ca(SiAu)2,0.0
Sc2V3Si4,0.0
Sc2Cr4Si5,0.0
ScMnSi,0.0
ScFeSi,0.0
Sc2Fe3Si5,0.0
Sc3Fe2Si3,0.0
Sc2FeSi2,0.0
Sc(FeSi)2,0.0
Sc2CoSi2,0.0
Sc3Co2Si3,0.0
Sc2Co3Si,0.0
Sc(CoSi)2,0.0
Sc5(Co2Si5)2,0.0
Sc6Si11Ni18,0.0
Sc(SiNi)2,0
ScSi3Ni,0.0
Sc3(Si2Ni)2,0.0
ScSiNi,0.0
Sc3Si3Ni2,0.0
Sc3Si3Ni,0.0
Sc6Si7Ni16,0
ScSiCu,0.0
Sc(SiCu)2,0.0
Sc2Si2Ru,0.0
ScSi2Rh,0.0
ScSiRh,0.0
ScSi7Rh3,0.0
ScSiPd2,0
Ce2Sc3Si4,0.0
Pr2Sc3Si4,0.0
Nd2ScSi2,0.0
SmScSi,0.0
GdScSi,0.002500000000000391
Sc2Re3Si4,0.0
Sc3(ReSi2)2,0.0
Sc5(Re2Si3)4,0.0
ScSi7Ir3,0.0
ScSiPt,0.0
ScSiPt2,0.0
Sc5Si7Pt9,0.0
ScSiAu,0.0
TiMn2Si,0.0
TiMnSi2,0.0
TiFe2Si,0.40249999999999986
TiFeSi,0.0
TiFeSi2,0.010799999999999699
TiCo2Si,0.0
Ti6Co16Si7,0.0
TiCoSi,0.0
Ti6Si7Ni16,0.0
Ti4Si7Ni4,0.0
TiSiNi,0.0
Ti13Si31Ni40,0
TiSiCu,0.0
YTiSi,0.0
TiSiTc2,0
TiSiRu,0.0
TiSiRu2,0.4298000000000002
TiSiRh,0.0
Tb2Ti3Si4,0.0
DyTiSi,0.0
Dy2Ti3Si4,0.0
Ho2Ti3Si4,0.0
HoTiSi,0.0
Er2Ti3Si4,0.0
ErTiSi,0.0
LuTiSi,0.0
TiSiOs2,0.11859999999999893
TiSiPt,0.9009
Mn2VSi,0.0
VFe2Si,0.0
VCoSi,0.0
ZrVSi,0.0
VSiTc2,0.0
VSiRu2,0
HfVSi,0.0
VSiOs2,0.0037000000000002586
Nb2Cr4Si5,0.0
CrSiRu2,0.11960000000000015
CrSiTe3,0.5279999999999996
Tm(CrSi)2,0.0
MnFe2Si,0.0
MnCo2Si,0.0
MnSiNi,0.0
Mn6Si7Ni16,0.0
Mn2SiSe4,0.08139999999999992
YMnSi,0.0
Y(MnSi)2,0.0
ZrMnSi,0.0
MnNbSi,0.0
MnSiTc2,0.0
MnSiRu2,0.07019999999999982
MnSiRh,0.0
MnSiRh2,0.0
La(MnSi)2,0.0
CeMnSi,0.0
CeMnSi2,0.0
Ce(MnSi)2,0.0
Pr(MnSi)2,0.0
Nd(MnSi)2,0.0
Sm(MnSi)2,0.0
GdMnSi,0.0
Tb(MnSi)2,0.0
Tb2Mn3Si5,0.0
TbMnSi,0.0
Dy2Mn3Si5,0.0
Dy(MnSi)2,0.0
Ho(MnSi)2,0.0
Ho2Mn3Si5,0.0
Er2Mn3Si5,0.0
Er(MnSi)2,0
Tm2Mn3Si5,0.0
Yb(MnSi)2,0.0
LuMnSi,0.0
HfMnSi,0.0
MnSiIr,0.0
Th(MnSi)2,0.0
U2Mn3Si5,0.0
FeCo2Si,0
Y(FeSi)2,0.0
Zr(Fe2Si)2,0.0
Zr4Fe4Si7,0.0
Zr2Fe3Si,0.0
Zr(FeSi)2,0.0
Nb6Fe16Si7,0.0
FeSiTc2,0.0
FeSiRu2,0.0
La(FeSi)2,0.0
LaFeSi,0.0
CeFeSi2,0
CeFeSi,0.0
Ce(FeSi)2,0.0
PrFeSi,0.0
PrFeSi2,0.0
Pr(FeSi)2,0.0
NdFeSi2,0.0
Nd(FeSi)2,0.0
NdFeSi,0.0
SmFeSi,0.0
Sm(FeSi)2,0.0
Eu(FeSi)2,0.0
Gd(FeSi)2,0.011700000000000266
Tb2Fe3Si5,0.012800000000000367
TbFeSi,0.0
Tb(FeSi)2,0.0
DyFeSi,0.0
Dy(FeSi)2,0.0
Dy2Fe3Si5,0.0
HoFeSi,0.0
Ho(FeSi)2,0.0
Er2Fe3Si5,0.04249999999999865
Er3FeSi3,0.0
Er2FeSi2,0.0
Er(FeSi)2,0.0
Tm3FeSi3,0.004699999999999704
Tm(FeSi)2,0.0
Yb(FeSi)2,0.0
Lu2Fe3Si5,0.0
Lu(FeSi)2,0.0
HfFeSi2,0.0
Hf6Fe16Si7,0.04630000000000045
Hf(FeSi)2,0.0
Ta6Fe16Si7,0.0
Th(FeSi)2,0.0
U6Fe16Si7,0.0
UFe5Si3,0.0
UFeSi,0.0
U3Fe2Si7,0.0
U(FeSi)2,0.0
Np(FeSi)2,0.0
Y2Co3Si5,0.0
Y(CoSi)2,0.0
Zr2CoSi2,0.0
Zr(CoSi)2,0.0
Zr6Co16Si7,0.1277999999999997
Nb6Co16Si7,0.0
Nb4Co4Si7,0.004400000000000404
Nb2Co3Si,0.0
La(CoSi)2,0.0
LaCo9Si4,0.0
LaCoSi,0.0
CeCoSi2,0.0
Ce2CoSi3,0.0
Ce(CoSi)2,0.0
CeCoSi,0.0
Pr(CoSi)2,0.0
PrCo9Si4,0.0
PrCoSi,0.0
Nd(CoSi)2,0.0
NdCoSi,0.0
NdCoSi2,0.0
NdCo9Si4,0.0
SmCoSi3,0.0
SmCoSi,0.0
SmCoSi2,0.0
Sm(CoSi)2,0.0
SmCo9Si4,0.0
Eu(CoSi)2,0
Gd(CoSi)2,0.012699999999999712
TbCoSi2,0.0
TbCoSi,0.0
Tb2Co3Si5,0.0
Tb(CoSi)2,0.0
Dy(CoSi)2,0.0
DyCoSi2,0.0
DyCoSi,0.0
Dy2Co3Si5,0.0
Ho2Co3Si5,0
HoCoSi2,0.0
HoCoSi,0.0
Ho(CoSi)2,0.0
ErCoSi2,0.0
Er(CoSi)2,0.0
Er2CoSi2,0.0
Er3CoSi3,0.0
TmCoSi2,0
Tm2Co3Si5,0.0
Tm(CoSi)2,0.0
Yb(CoSi)2,0.0
Lu5(Co2Si7)2,0.0
Lu2Co3Si5,0.0
Hf6Co16Si7,0.0
Hf(CoSi)2,0.0
Hf2Co3Si4,0.0
Hf4Co4Si7,0.0
Ta6Co16Si7,0.0
ThCoSi,0
ThCo9Si2,0.0
Th(CoSi)2,0.0
U6Co30Si19,0
U(CoSi)2,0.0
U2Co3Si5,0.0
Pu(CoSi)2,0.009399999999999409
Zn3SiNi2,0.0
YSiNi,0.0
YSi3Ni,0.0
Y(SiNi)2,0
YSi3Ni5,0.0
Y2Si5Ni3,0.0
Zr(SiNi)2,0.0
Zr6Si7Ni16,0.0
Nb6Si7Ni16,0.0
Ba(SiNi)2,0.0
La(SiNi)2,0.0
LaSi4Ni9,0.0
LaSiNi,0.0
Ce(SiNi)2,0.0
CeSiNi,0.0
CeSi2Ni,0.0
CeSi4Ni9,0
Pr(SiNi)2,0.0
Pr6Si4Ni7,0.0
Pr14Si11Ni6,0.00590000000000046
PrSi2Ni,0.0
NdSi2Ni,0.0
Nd(SiNi)2,0.0
Pm2SiNi,0.0
SmSi2Ni,0.006899999999999906
SmSi3Ni,0.0
Sm(SiNi)2,0.0
Sm3Si2Ni,0.0
EuSi2Ni,0.0129999999999999
Eu(SiNi)2,0.0
Gd(SiNi)2,0.03000000000000025
TbSi2Ni,0.0
Tb(SiNi)2,0.0
Tb2Si5Ni3,0.0
Tb(SiNi5)2,0.0
Dy(SiNi5)2,0.0
Dy2Si5Ni3,0.0
Dy(SiNi)2,0.0
DySi2Ni,0.0
